대분류(24),중분류(81),소분류(279),"세분류(1,114)",직업명
식품가공,식품가공,식품가공,축산식품가공,육류·어패류·낙농품 가공기계 조작원
식품가공,식품가공,식품가공,유제품가공,육류·어패류·낙농품 가공기계 조작원
식품가공,식품가공,식품가공,건강기능식품제조가공,기타 식품 가공 기계 조작원
식품가공,식품가공,식품가공,김치·반찬가공,김치·밑반찬 제조 종사원
식품가공,식품가공,식품가공,면류식품가공,곡물 가공제품 기계 조작원
식품가공,식품가공,식품가공,곡류·서류·견과류가공,곡물 가공제품 기계 조작원
식품가공,식품가공,식품가공,음료주류가공,음료 제조기계 조작원
식품가공,식품가공,식품가공,식품가공연구개발,식품공학 기술자 및 연구원
식품가공,식품가공,식품가공,식품품질관리,생산·품질 사무원
식품가공,식품가공,식품가공,식품품질관리,식품공학 기술자 및 연구원
식품가공,식품가공,식품가공,식품품질관리,식품공학 시험원
식품가공,식품가공,식품저장,수산식품저장,자재·구매·물류 사무원
식품가공,식품가공,식품저장,수산식품저장,식품·담배 등급원
식품가공,식품가공,식품저장,농산식품저장,자재·구매·물류 사무원
식품가공,식품가공,식품저장,농산식품저장,식품·담배 등급원
식품가공,식품가공,식품저장,축산식품저장,자재·구매·물류 사무원
식품가공,식품가공,식품저장,축산식품저장,정육원 및 도축원
식품가공,식품가공,식품저장,축산식품저장,식품·담배 등급원
식품가공,식품가공,식품유통,수산식품유통,자재·구매·물류 사무원
식품가공,식품가공,식품유통,농산식품유통,자재·구매·물류 사무원
식품가공,식품가공,식품유통,축산식품유통,자재·구매·물류 사무원
식품가공,제과·제빵·떡제조,제과·제빵·떡제조,제과,제과·제빵원
식품가공,제과·제빵·떡제조,제과·제빵·떡제조,제빵,제과·제빵원
식품가공,제과·제빵·떡제조,제과·제빵·떡제조,떡제조,떡 제조원
식품가공,제과·제빵·떡제조,제과·제빵·떡제조,한과제조,떡 제조원
인쇄·목재· 가구·공예,인쇄·출판,출판,출판기획,출판물 전문가
인쇄·목재· 가구·공예,인쇄·출판,출판,편집디자인,시각 디자이너
인쇄·목재· 가구·공예,인쇄·출판,출판,편집,출판물 전문가
인쇄·목재· 가구·공예,인쇄·출판,출판,출판물제작· 공정관리,제품·광고 영업원
인쇄·목재· 가구·공예,인쇄·출판,인쇄,프리프레스,인쇄기계 조작원
인쇄·목재· 가구·공예,인쇄·출판,인쇄,평판인쇄,인쇄기계 조작원
인쇄·목재· 가구·공예,인쇄·출판,인쇄,특수인쇄,인쇄기계 조작원
인쇄·목재· 가구·공예,인쇄·출판,인쇄,인쇄후가공,인쇄기계 조작원
인쇄·목재· 가구·공예,인쇄·출판,인쇄,간판디자인·제작· 설치,시각 디자이너
인쇄·목재· 가구·공예,인쇄·출판,인쇄,간판디자인·제작· 설치,간판 제작·설치원
인쇄·목재· 가구·공예,공예,공예,칠공예,공예원
인쇄·목재· 가구·공예,공예,공예,도자공예,공예원
인쇄·목재· 가구·공예,공예,공예,석공예,공예원
인쇄·목재· 가구·공예,공예,공예,목공예,목제품 제조원
인쇄·목재· 가구·공예,공예,공예,목공예,공예원
인쇄·목재· 가구·공예,공예,공예,금속공예,공예원
인쇄·목재· 가구·공예,공예,공예,가구제작,가구 제조·수리원
인쇄·목재· 가구·공예,공예,공예,가구제작,가구 조립원
인쇄·목재· 가구·공예,공예,공예,가구제작,목제품 제조원
인쇄·목재· 가구·공예,공예,공예,섬유공예,공예원
인쇄·목재· 가구·공예,공예,공예,나전칠기,공예원
인쇄·목재· 가구·공예,공예,귀금속·보석,귀금속가공,귀금속·보석 세공원
인쇄·목재· 가구·공예,공예,귀금속·보석,귀금속품위감정,감정 전문가
인쇄·목재· 가구·공예,공예,귀금속·보석,보석가공,귀금속·보석 세공원
인쇄·목재· 가구·공예,공예,귀금속·보석,보석감정,감정 전문가
인쇄·목재· 가구·공예,공예,귀금속·보석,보석디자인,제품 디자이너
인쇄·목재· 가구·공예,공예,귀금속·보석,주얼리마케팅,상품 기획자
인쇄·목재· 가구·공예,공예,귀금속·보석,주얼리마케팅,기획·마케팅 사무원
환경·에너지·안전,산업환경,수질관리,수질오염분석,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,수질관리,수질오염분석,환경공학 시험원
환경·에너지·안전,산업환경,수질관리,수질공정관리,상·하수도 처리장치 조작원
환경·에너지·안전,산업환경,수질관리,수질환경관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,수질관리,정수시설운영관리,상·하수도 처리장치 조작원
환경·에너지·안전,산업환경,수질관리,상수관로시설 운영관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,수질관리,상수관로시설 운영관리,상·하수도 처리장치 조작원
환경·에너지·안전,산업환경,수질관리,하수관로시설 운영관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,수질관리,하수관로시설 운영관리,상·하수도 처리장치 조작원
환경·에너지·안전,산업환경,대기관리,대기환경관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,대기관리,온실가스관리,자연과학 연구원
환경·에너지·안전,산업환경,대기관리,온실가스관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,대기관리,기상기술관리,자연과학 연구원
환경·에너지·안전,산업환경,대기관리,기후변화적응,자연과학 연구원
환경·에너지·안전,산업환경,대기관리,기후변화적응,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,폐기물관리,폐기물처리시설 설계·시공,기계공학 기술자 및 연구원
환경·에너지·안전,산업환경,폐기물관리,폐기물처리시설 설계·시공,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,폐기물관리,폐기물처리시설 설계·시공,공업기계 설치·정비원
환경·에너지·안전,산업환경,폐기물관리,폐기물관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,폐기물관리,폐기물관리,환경공학 시험원
환경·에너지·안전,산업환경,소음진동관리,소음진동방지,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,소음진동관리,소음진동방지,환경공학 시험원
환경·에너지·안전,산업환경,소음진동관리,소음진동측정·분석평가,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,소음진동관리,소음진동측정·분석평가,환경공학 시험원
환경·에너지·안전,산업환경,토양·지하수관리,지하수관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,토양·지하수관리,지하수관리,환경공학 시험원
환경·에너지·안전,산업환경,토양·지하수관리,토양관리,환경공학 기술자 및 연구원
환경·에너지·안전,산업환경,토양·지하수관리,토양관리,환경공학 시험원
환경·에너지·안전,환경보건,환경보건관리,산업환경보건,보건위생·환경 검사원
환경·에너지·안전,환경보건,환경보건관리,실내공기질관리,환경공학 시험원
환경·에너지·안전,환경보건,환경보건관리,실내공기질관리,보건위생·환경 검사원
환경·에너지·안전,환경보건,환경보건관리,위해성관리,보건위생·환경 검사원
환경·에너지·안전,자연환경,생태복원·관리,생태복원,생명과학 연구원
환경·에너지·안전,자연환경,생태복원·관리,생태복원,조경 기술자
환경·에너지·안전,자연환경,생태복원·관리,생태복원,환경공학 기술자 및 연구원
환경·에너지·안전,자연환경,생태복원·관리,생태관리,생명과학 연구원
환경·에너지·안전,자연환경,생태복원·관리,생태관리,조경 기술자
환경·에너지·안전,자연환경,생태복원·관리,생태관리,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경경영,환경컨설팅,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경경영,환경시설운영,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경경영,환경시설운영,상·하수도 처리장치 조작원
환경·에너지·안전,환경서비스,환경경영,환경시설운영,재활용 처리장치·소각로 조작원
환경·에너지·안전,환경서비스,환경경영,환경관리,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경경영,환경관리,환경공학 시험원
환경·에너지·안전,환경서비스,환경경영,환경관리,보건위생·환경 검사원
환경·에너지·안전,환경서비스,환경평가,환경영향평가,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경평가,환경영향평가,환경공학 시험원
환경·에너지·안전,환경서비스,환경평가,환경조사분석,환경공학 기술자 및 연구원
환경·에너지·안전,환경서비스,환경평가,환경조사분석,환경공학 시험원
환경·에너지·안전,환경서비스,환경평가,환경조사분석,보건위생·환경 검사원
환경·에너지·안전,에너지·자원,광산조사·탐사,광산지질조사,자연과학 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,광산지질조사,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,지구물리·화학탐사,자연과학 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,지구물리·화학탐사,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,석유시추,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,광물시추,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산조사·탐사,광물시추,건설·채굴 기계 운전원
환경·에너지·안전,에너지·자원,광물·석유자원 개발·생산,광물자원개발·생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광물·석유자원 개발·생산,석유자원개발·생산,화학공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광물·석유자원 개발·생산,석유자원개발·생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광물·석유자원 개발·생산,자원처리,금속가공 제어장치 조작원
환경·에너지·안전,에너지·자원,광산환경관리,광해조사,토목공학 기술자
환경·에너지·안전,에너지·자원,광산환경관리,광해조사,환경공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산환경관리,광해복원,토목공학 기술자
환경·에너지·안전,에너지·자원,광산환경관리,광해복원,환경공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,광산보안,광산보안관리,토목공학 기술자
환경·에너지·안전,에너지·자원,광산보안,광산보안관리,산업 안전원 및 위험 관리원
환경·에너지·안전,에너지·자원,광산보안,화약류관리,기타 채굴·토목 종사원
환경·에너지·안전,에너지·자원,재생에너지,태양광에너지생산,토목공학 기술자
환경·에너지·안전,에너지·자원,재생에너지,태양광에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,태양광에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,태양열에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,태양열에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,바이오에너지생산,기계공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,바이오에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,바이오에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,해양에너지생산,토목공학 기술자
환경·에너지·안전,에너지·자원,재생에너지,해양에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,해양에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,풍력에너지생산,토목공학 기술자
환경·에너지·안전,에너지·자원,재생에너지,풍력에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,풍력에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,폐자원에너지생산,기계공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,폐자원에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,폐자원에너지생산,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,지열에너지생산·활용,기계공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,지열에너지생산·활용,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,재생에너지,지열에너지생산·활용,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,에너지관리,에너지절약서비스,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,에너지관리,건물에너지관리 시스템운영관리,가스·에너지공학 시험원
환경·에너지·안전,에너지·자원,에너지관리,건물에너지관리 시스템운영관리,전기·전자 설비 조작원
환경·에너지·안전,에너지·자원,신에너지,연료전지에너지생산,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,신에너지,연료전지에너지생산,발전·배전 장치 조작원
환경·에너지·안전,에너지·자원,신에너지,수소연료전지제조,전기공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,신에너지,수소연료전지제조,화학공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,신에너지,수소연료전지제조,가스·에너지공학 기술자 및 연구원
환경·에너지·안전,에너지·자원,신에너지,수소공급,화학물 가공장치 조작원
환경·에너지·안전,산업안전,산업안전관리,산업안전관리공통직무,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,기계안전관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,전기안전관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,건설안전관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,화공안전관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,가스안전관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,방사선측정평가,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업안전관리,원자력발전소 해체방사성폐기물관리,산업 안전원 및 위험 관리원
환경·에너지·안전,산업안전,산업보건관리,산업보건관리,보건위생·환경 검사원
환경·에너지·안전,산업안전,산업보건관리,근로자작업환경관리,보건위생·환경 검사원
환경·에너지·안전,산업안전,비파괴검사,비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,방사선비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,초음파비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,자기비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,침투비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,와전류비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,누설비파괴검사,비파괴 검사원
환경·에너지·안전,산업안전,비파괴검사,특수비파괴검사,비파괴 검사원
농림어업,농업,작물재배,수도작재배,곡식작물 재배원
농림어업,농업,작물재배,전작재배,곡식작물 재배원
농림어업,농업,작물재배,전작재배,채소·특용 작물 재배원
농림어업,농업,작물재배,채소재배,채소·특용 작물 재배원
농림어업,농업,작물재배,과수재배,과수작물 재배원
농림어업,농업,작물재배,화훼재배,원예작물 재배원
농림어업,농업,작물재배,버섯재배,채소·특용 작물 재배원
농림어업,농업,작물재배,특용작물재배,채소·특용 작물 재배원
농림어업,농업,작물재배,시설원예,원예작물 재배원
농림어업,농업,작물재배,유기재배,곡식작물 재배원
농림어업,농업,작물재배,유기재배,채소·특용 작물 재배원
농림어업,농업,작물재배,유기재배,과수작물 재배원
농림어업,농업,작물재배,유기재배,원예작물 재배원
농림어업,농업,종자생산·유통,종자계획,생명과학 연구원
농림어업,농업,종자생산·유통,종자계획,농림어업 시험원
농림어업,농업,종자생산·유통,육종,생명과학 연구원
농림어업,농업,종자생산·유통,육종,농림어업 시험원
농림어업,농업,종자생산·유통,종자생산,농림어업 시험원
농림어업,농업,종자생산·유통,종자생산,채소·특용 작물 재배원
농림어업,농업,종자생산·유통,종자생산,원예작물 재배원
농림어업,농업,종자생산·유통,종자유통보급,기획·마케팅 사무원
농림어업,농업,농촌개발,농촌체험상품개발,기획·마케팅 사무원
농림어업,농업,농촌개발,농촌체험상품개발,여행상품 개발자
농림어업,농업,농촌개발,농촌체험시설운영,총무 사무원 및 대학 행정조교
농림어업,농업,농촌개발,농업환경개선,생명과학 연구원
농림어업,농업,농촌개발,농업환경개선,농림어업 시험원
농림어업,농업,농촌개발,농산물품질관리,생산·품질 사무원
농림어업,농업,화훼장식,단위화훼장식,공예원
농림어업,농업,화훼장식,공간화훼장식,실내장식 디자이너
농림어업,농업,화훼장식,공간화훼장식,공예원
농림어업,축산,축산자원개발,사료생산,생산·품질 사무원
농림어업,축산,축산자원개발,종축,농림어업 시험원
농림어업,축산,축산자원개발,동물용의약품제조,생산·품질 사무원
농림어업,축산,축산자원개발,동물용의약품제조,화학공학 기술자 및 연구원
농림어업,축산,축산자원개발,수의서비스,수의사
농림어업,축산,축산자원개발,수의보조,기타 보건·의료 종사원
농림어업,축산,축산자원개발,수의보조,반려동물 미용 및 관리 종사원
농림어업,축산,축산자원개발,애완동물미용,반려동물 미용 및 관리 종사원
농림어업,축산,축산자원개발,말이용,"스포츠강사, 레크리에이션 강사 및 기타 관련 전문가"
농림어업,축산,축산자원개발,반려동물행동교정,반려동물 미용 및 관리 종사원
농림어업,축산,사육관리,젖소사육,낙농 종사원
농림어업,축산,사육관리,돼지사육,가축 사육 종사원
농림어업,축산,사육관리,가금사육,가축 사육 종사원
농림어업,축산,사육관리,한우사육,가축 사육 종사원
농림어업,축산,사육관리,말사육,가축 사육 종사원
농림어업,축산,사육관리,곤충사육,기타 사육 종사원
농림어업,임업,산림자원조성,임업종묘,농림어업 시험원
농림어업,임업,산림자원조성,임업종묘,조림·산림경영인 및 벌목원
농림어업,임업,산림자원조성,산림조성,농림어업 시험원
농림어업,임업,산림자원조성,산림조성,조림·산림경영인 및 벌목원
농림어업,임업,산림관리,산림개발,농림어업 시험원
농림어업,임업,산림관리,산림개발,토목공학 기술자
농림어업,임업,산림관리,산림보호,농림어업 시험원
농림어업,임업,임산물생산·가공,임산물생산,임산물 채취 및 기타 임업 종사원
농림어업,임업,임산물생산·가공,목재가공,목재 가공기계 조작원
농림어업,임업,임산물생산·가공,펄프·종이제조,펄프·종이 제조장치 조작원
농림어업,수산,어업,원양어업,선박승무원 및 관련 종사원 (선박객실 승무원 제외)
농림어업,수산,어업,근해어업,선박승무원 및 관련 종사원 (선박객실 승무원 제외)
농림어업,수산,어업,연안어업,어부 및 해녀
농림어업,수산,어업,내수면어업,어부 및 해녀
농림어업,수산,양식,해면양식,농림어업 시험원
농림어업,수산,양식,해면양식,양식원
농림어업,수산,양식,수산종묘생산,농림어업 시험원
농림어업,수산,양식,수산종묘생산,양식원
농림어업,수산,양식,내수면양식,농림어업 시험원
농림어업,수산,양식,내수면양식,양식원
농림어업,수산,양식,스마트양식,생명과학 연구원
농림어업,수산,양식,스마트양식,전자공학 기술자 및 연구원
농림어업,수산,양식,스마트양식,양식원
농림어업,수산,수산자원관리,수산자원조성,농림어업 시험원
농림어업,수산,수산자원관리,수산질병관리,농림어업 시험원
농림어업,수산,수산자원관리,염생산,농림어업 단순 종사원
농림어업,수산,어촌개발,어촌체험상품개발,기획·마케팅 사무원
농림어업,수산,어촌개발,어촌체험상품개발,여행상품 개발자
농림어업,수산,어촌개발,어촌체험시설운영,총무 사무원 및 대학 행정조교
농림어업,수산,어촌개발,어업환경개선,환경공학 기술자 및 연구원
